CVE ID,Published Date,CVSS,Severity,Description,Affected Products,Exploitability Score,References
CVE-2025-53771,2025-07-20T23:15:31.807,6.3,MEDIUM,Improper limitation of a pathname to a restricted directory ('path traversal') in Microsoft Office SharePoint allows an authorized attacker to perform spoofing over a network.,Microsoft Office,2.1,"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53771
https://www.bleepingcomputer.com/news/microsoft/microsoft-sharepoint-zero-day-exploited-in-rce-attacks-no-patch-available/"
